configuration,dataset,text,true_label,predicted_label,true_class,predicted_class,error_type,text_length,word_count
Config 3: Smaller Batch - Basic,Basic,انا مع كل ممارسات الارهاب العربي الهادفة لتصفية كل اشكال الارهاب الاجنبي من الحجر الي البشر علي الارض العربية المحتلة.,1,0,Positive,Negative,False Negative,118,20
Config 3: Smaller Batch - Basic,Basic,نناشد الشرفاء واصحاب الغيرة والشهامة ان يساعد هذه المراة التي خطفت بنتها من قبل العصابات الاجرامية الارهابية التي تستهدف الاقليات في سوريا,1,0,Positive,Negative,False Negative,138,22
Config 3: Smaller Batch - Basic,Basic,هي دوابة  جاية عابشر بالغلط يولي روحي ارعي واكلي جت احسن لج يامطمطمة ياطنفسة موزين مكبرين راسج ويحكون معاك,0,1,Negative,Positive,False Positive,106,19
Config 3: Smaller Batch - Basic,Basic,"هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي
كلهم كلاب وهيخربو البلد",0,1,Negative,Positive,False Positive,84,15
Config 3: Smaller Batch - Basic,Basic,بعيدا عن السياسه يعتبر انجاز راءع وكل الليبين فرحانين بيه وبالنسبه للسرقه اكيد فيه لانها ثقافه في كل من يمسك منصب في ليبيا ..,0,1,Negative,Positive,False Positive,125,24
Config 3: Smaller Batch - Basic,Basic,انتي مغروره وصراحه كلامك خرا شبهه وشك ههههههههههههههههههههههههه ال ملكه ال تعالي اقعدي علي دا l,1,0,Positive,Negative,False Negative,95,16
Config 3: Smaller Batch - Basic,Basic, والله نتمني  يكونوا كما  حسن  ظنك عزيزي لكن  تاريخهم  في  خلايا  التجسس  يجعلنا نشك  بهم  دوما,1,0,Positive,Negative,False Negative,95,16
Config 3: Smaller Batch - Basic,Basic,كاضم تاريخه وصوته وفنه يشهد اله مو جورج ولا هذولي الحته ما معروف اسمهم,1,0,Positive,Negative,False Negative,70,14
Config 3: Smaller Batch - Basic,Basic,بما ان السعوديه دفعت جبال فلوس عشان تعمل كوره عندها وتبقا نمره واحد في الكوره العربيه وجه الاهلي سيد القاره وزعيم افريقيا هدم كل ده واخد كبيرين السعوديه ورا مصنع الكراسي فطبيعي جعر مصر يبقا هو البطل الحقيقي والاهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,226,42
Config 3: Smaller Batch - Basic,Basic,"ههههههههههههههههههههههه تستااااااهل فقعوا راسها وضربوها خلوا عيونها تطير
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
الله يبيض وجيههم رجااااااااال ونعم الرجااااااال",1,0,Positive,Negative,False Negative,218,15
Config 3: Smaller Batch - Basic,Basic,والله يا دكتور فقدان امتيازات حواجز التشليح وتجارة الكبتاغون والسمسرة علي ارواح المعتقلين صعب ,1,0,Positive,Negative,False Negative,94,14
Config 3: Smaller Batch - Basic,Basic,"بنفس اسلوب مجزرة بورسعيد 
اهالي الكنيسة لما النار اشتعلت جريوا علي ابواب النجاة لقوها مقفولة 
فكر لبرهة كده 🤔🤔🤔🤔🤔",1,0,Positive,Negative,False Negative,113,19
Config 3: Smaller Batch - Basic,Basic,مين شيرين مين حسام حبيبي عشان تعملي حلقات عليهم انتو معاكم ملاين مش حاسين بالشعب ناس فاضيه قوللنا كيلو اللحمه بكام والاسعار ايه انما انتو مش حسين بحاجه معاكم ملاين انما لو سالناكي فساتين بكام وهو معاه ايه وشيرين معاها كام مليون انتو ناس من كوكب تاني,1,0,Positive,Negative,False Negative,249,47
Config 3: Smaller Batch - Basic,Basic,النتن ياهو سيوقع صاغرا علي الاتفاق للمرحلة الثانية.اما تصريحاته فهي تعبير عن خوفه علي مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,107,18
Config 3: Smaller Batch - Basic,Basic, انا مستغربة انه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,116,21
Config 3: Smaller Batch - Basic,Basic," القاعدة الاولي : الراجل ميمدش ايدة ع واحدة ست 
القاعدة التانية : لو ست مدت ايدها ع راجل متبقاش ست",1,0,Positive,Negative,False Negative,98,20
Config 3: Smaller Batch - Basic,Basic,انتبهي القمر يجوع وياكل جزره وتغرقين 😂,1,0,Positive,Negative,False Negative,38,7
Config 3: Smaller Batch - Basic,Basic,"طيب بس هنه يبطلو ينزلو بوستات وصور مستفزة وفاضحة الجمهور ببطل يعلق.
علي مستوي الصور الهابطة بتكون التعليقات هابطه متلها ، والراقي والمحترم ما حد بقدر يعلق بشي سلبي",1,0,Positive,Negative,False Negative,163,29
Config 3: Smaller Batch - Basic,Basic,صحيح هذا قوات افرزتها حرب ٩٤ وهي قوات احتلال   ويجب انهاء الاحتلال لاجل تستمر الوحده  لاتوجد وحده بوجود احتلال,0,1,Negative,Positive,False Positive,110,19
Config 3: Smaller Batch - Basic,Basic," لانهم كانوا يعيشون المغزي الحقيقي من التعدد
اما الان تغير الوضع يحبون التعدد للمتعة فقط
الا من رحم ربي",0,1,Negative,Positive,False Positive,103,19
Config 3: Smaller Batch - Basic,Basic,نص المليار مش حاجة كبيرة صارفهن دبيبة في 36كيلومتر قطران في مصراتة..الموضوع عادي في ليبيا ماتشغلش روحك,1,0,Positive,Negative,False Negative,102,17
Config 3: Smaller Batch - Basic,Basic,"مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصودة ونتيجة تعرض البشر لها مش حلوة ف المستقبل ع المجتمع والاسرة والنفس ..
لما تعرف ان الفيديو فيه جريمة ماتفتحهوش وامنع نفسك عشان انت هتتاذي جامد وكل اللي حواليك كمان ..",1,0,Positive,Negative,False Negative,228,41
Config 3: Smaller Batch - Basic,Basic,بس هو موعراقي شنو الي يثبت هو عراقي اصلا هذا ماله اصل عنده اكثر من لهجه يتكلم بيها,1,0,Positive,Negative,False Negative,82,18
Config 3: Smaller Batch - Basic,Basic,الله ينصرك يا بطله والله رغده اشجع من ميت رجل,1,0,Positive,Negative,False Negative,45,10
Config 3: Smaller Batch - Basic,Basic,انبسطي يا مصر يا ارض الكنانه اقسم بالله كل قطرة دم سالت في غزة وكل طفل جاع انتم من يتحمل وزره الي قيام الساعه,1,0,Positive,Negative,False Negative,109,24
Config 3: Smaller Batch - Basic,Basic,انا تعجبني انجليزية وعربيتها المكسره اولي ابي شوز,0,1,Negative,Positive,False Positive,49,8
Config 3: Smaller Batch - Basic,Basic,"  تشوف 😂
صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه",0,1,Negative,Positive,False Positive,84,16
Config 3: Smaller Batch - Basic,Basic,"الدكتورة_وسام_شعيب#
بهدلت نفسها واسرتها واحتمال تخسر مهنتها وكل دة علشان ايه ؟ علشان تنصحي مجتمع متفشي فيه الجهل بفعل فاعل وقله الدين والاخلاق ، وتصارعت عليها ذءاب الميديا من  كل الاطياف المتحررين ورواد المهنه  وكل ادلي بدلوة",1,0,Positive,Negative,False Negative,225,37
Config 3: Smaller Batch - Basic,Basic,"اللي يشتهي طفلة يباة مريض نفسي ..بيدوفيلي حقير .
شاف فيها اية اثار غرايزة الحقيرة ؟",0,1,Negative,Positive,False Positive,83,16
Config 3: Smaller Batch - Basic,Basic,هي صراحة كاس الخليج اهم اليكم من كاس العالم ، لانه لا يمكن المقارنة بين ان تكون فاعلا و بين ان تكون علي الهامش متفرجا ، و في احسن الاحوال مفعولا فيك او مفعولا بك,1,0,Positive,Negative,False Negative,161,35
Config 3: Smaller Batch - Basic,Basic,شوف نانسي شلون ناسكة وناشفة وشوف هاي الهايشة ماتعرف حته تحجي ياخي صدك قهر انتي مراة وهاية مراة,1,0,Positive,Negative,False Negative,94,18
Config 3: Smaller Batch - Basic,Basic,يعني كل ماصار شيء طبيعي ليستمر الناس في تحسين المستوي المعيشي، امتلت افواهكم شتما ونعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,109,18
Config 3: Smaller Batch - Basic,Basic,"  طبال
صاير كتلوني 
من عشرين سنه شفتك
تحلل في قناة مدريد
الملكي سيد اندية اوروبا والعالم",1,0,Positive,Negative,False Negative,88,16
Config 3: Smaller Batch - Basic,Basic,"كذابين وهن بعرفو انهن كذابين والعالم كله الكذاب برضه بعرف انهن كذبين ومع ذلك بكذبو باعلي صوت
ملا عالم متخنزررر",0,1,Negative,Positive,False Positive,110,20
Config 3: Smaller Batch - Basic,Basic,"#الاتحاد_الفتح مازال فريق ابوقمطه يلعب باسلوب الهجمات المرتدة حيلة الضعيف 

لكن لن تدوم طويلا هذا الاسلوب ..",0,1,Negative,Positive,False Positive,108,17
Config 3: Smaller Batch - Basic,Basic,يعين اهلنا تونس يءاخذهم فعله السفهاء امثال السبسي وبشري اللهم ارنا عجاءب قدرتك يحارب الاسلام,0,1,Negative,Positive,False Positive,92,15
Config 3: Smaller Batch - Basic,Basic,بخصوص كلمة (النجمة الايقونية) اي فشرت تنحط هي الكلمة لوحدة رخيصة متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسة بعدوهن عن وساخة الناس,0,1,Negative,Positive,False Positive,142,24
Config 3: Smaller Batch - Basic,Basic,"المعركة بين جنود الدولة وفلول النظام .
وليس بين السنة والعلوية 
نقطة انتهي 
الوعي .. الوعي ",0,1,Negative,Positive,False Positive,91,16
Config 3: Smaller Batch - Basic,Basic, ولله يا اديب كلنا بنسعي انه محد يتعرض لهيك شي ، ف ما بعرف كيف عقلك صغير لدرجة انك شايف الاغتصاب شيء يرجي,1,0,Positive,Negative,False Negative,105,23
