configuration,text,true_label,predicted_label,true_class,predicted_class,error_type,text_length,word_count
Config 9: Winner + More Warmup,"#الاتحاد_الفتح مازال فريق ابوقمطه يلعب باسلوب الهجمات المرتدة حيلة الضعيف 

لكن لن تدوم طويلا هذا الاسلوب ..",0,1,Negative,Positive,False Positive,108,17
Config 9: Winner + More Warmup,هل ستتم اقالة قانون المالية؟ هذا الصحيح، بعد ما عدا بيها بيها القانون اقالها باش الناس تقول هوا باهي و لكن اذا لم يغير القانون فهو مجرد تلاعب و تخدير لعقول مخدرة,1,0,Positive,Negative,False Negative,161,32
Config 9: Winner + More Warmup,يعين اهلنا تونس يءاخذهم فعله السفهاء امثال السبسي وبشري اللهم ارنا عجاءب قدرتك يحارب الاسلام,0,1,Negative,Positive,False Positive,92,15
Config 9: Winner + More Warmup,هو بنات الناس لعبه في ايديكم ولا اشتريتوها دي ليهم اهل وليهم ناس حسبنا الله ونعم الوكيل في وكل اللي يجي علي واحده ست ولا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسال علي اهله وناسه وفصل واصله,0,1,Negative,Positive,False Positive,203,41
Config 9: Winner + More Warmup,بخصوص كلمة (النجمة الايقونية) اي فشرت تنحط هي الكلمة لوحدة رخيصة متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسة بعدوهن عن وساخة الناس,0,1,Negative,Positive,False Positive,142,24
Config 9: Winner + More Warmup,"المعركة بين جنود الدولة وفلول النظام .
وليس بين السنة والعلوية 
نقطة انتهي 
الوعي .. الوعي ",0,1,Negative,Positive,False Positive,91,16
Config 9: Winner + More Warmup,لو لطيفه توصل لربع صوت فله لجزاءريه انا بنتحر علنا لهلق بعدها لطيفه بتنشز انت فين و فله فين هههه,1,0,Positive,Negative,False Negative,96,20
Config 9: Winner + More Warmup, ولله يا اديب كلنا بنسعي انه محد يتعرض لهيك شي ، ف ما بعرف كيف عقلك صغير لدرجة انك شايف الاغتصاب شيء يرجي,1,0,Positive,Negative,False Negative,105,23
Config 9: Winner + More Warmup, 😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم بارقام قياسية بالاضافة للانكماش الي في النمو الي عندهم,1,0,Positive,Negative,False Negative,113,20
Config 9: Winner + More Warmup,ع شنو مغروره انتي لو حلوه مثل تفاحة العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 9: Winner + More Warmup,ياناااس لحد يسوي لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,45,9
Config 9: Winner + More Warmup,انتا عندك فوق براسك طير مش عقل لانك لو حاضر اللعبة وتارك كل احقادك ع جنب رح تشوف الحكم مع مين كان ولمين قدم فرص اكثر حبيبي اتركك من هوس ريال مدريد عشان صحتك,1,0,Positive,Negative,False Negative,156,34
Config 9: Winner + More Warmup,شنو هالغرور الملكة ملكة علي روحهة مو علي الناس اموت منهة ومن الخليج كلة,1,0,Positive,Negative,False Negative,71,14
Config 9: Winner + More Warmup,يا الله شو هلشي المقزز والقرف ماخد بحالو  مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,75,15
Config 9: Winner + More Warmup,البنت عمرها ما كانت بتتعاكس عشان لبسها. البنت بتتعاكس عشان الشخص الوسخ اللي بيشوفها وبيقرر انه ممكن يجرحها ويغلط فيها. المشكلة مش في اللبس. المشكلة ان احنا بنتعامل مع التحرش في مجتمعنا اكنها مشكلة الست,1,0,Positive,Negative,False Negative,201,35
Config 9: Winner + More Warmup,هذه علي ما اظن لم تتمتع و لم تلعب في صغرها و بالتالي اصيبت بما يسمي بالفرنسي retoure d age,1,0,Positive,Negative,False Negative,90,20
Config 9: Winner + More Warmup,اليهودي جورج سورس صاحب الدولة العميقة ، شخصية مثيرة للجدل،  يتهم بتاثيره علي القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,113,20
Config 9: Winner + More Warmup,لو كانت متعلمه ما كان هذا حالها نقطه لسطر,1,0,Positive,Negative,False Negative,41,9
Config 9: Winner + More Warmup,يا عم اقعد ع جنب بلا تدير بلا تتنيل قصدك بتلمها تدفعها فوايد واقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,95,20
Config 9: Winner + More Warmup,"فعلا مش بنفوذها ومالها و شكلها 
الملوكية بالاخلاق و الاحترام وبس",0,1,Negative,Positive,False Positive,64,11
Config 9: Winner + More Warmup,عجلوا في سقوط بشار الاسود حتي يتفرغ جند الشام في تحرير الاقصي فمادام الاقصي اسيرا عن اليهود فسوف يتفننون في اذلاله وهدمه,0,1,Negative,Positive,False Positive,120,22
Config 9: Winner + More Warmup,  هودي زعران بلطجية والحركة ما في بصفوفها هيك شي النبيه مثر يكونوا كلن متلو ذو تقوي وايمان وفي سبيل الاعمال الصالحة,0,1,Negative,Positive,False Positive,115,21
Config 10: Winner + Higher Weight Decay,"ان بعض نصوص ومواد قانون حظر التطبيع قد شرعت لفتح باب التطبيع لا حظره 
#عدلوا_قانون_التجريم",1,0,Positive,Negative,False Negative,90,15
Config 10: Winner + Higher Weight Decay,اي انتي لما تتكلمي كانك عم تخري اتعلمي الادب بالاول,0,1,Negative,Positive,False Positive,51,10
Config 10: Winner + Higher Weight Decay,ان كان يغالط في احداث مصر حتي يلوم الاخوان عمال علي بطال، فما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,83,17
Config 10: Winner + Higher Weight Decay,"اخوان شنو لاعب محلي شنو مغترب غير همه كلهم عراقيين لو حته بهاي طاءفيه عمي اذا الاعب المنتخب المغترب اصوله مو عراقيه ميشرفنه يلعبنه لان كره قدم العراق ولادة بل المواهب ومدام المغترب عراقي فهوه والمحلي واحد

",0,1,Negative,Positive,False Positive,206,37
Config 10: Winner + Higher Weight Decay,وش قالت قالت رقاصه وانتي وش يا الطقاقه عاشو ترا كلكم  نفس بعض,0,1,Negative,Positive,False Positive,61,13
Config 10: Winner + Higher Weight Decay,شطلعت هاي كله طلعت مسويه كاظم الساهر عمي كاظم يسوي روسكم وفنان نفتخر بي,0,1,Negative,Positive,False Positive,71,14
Config 10: Winner + Higher Weight Decay, خسءت ايها المرتد  الوقح  السيد حسن في وضعية. ( قدم سلاحك). للوطن الحبيب  وليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,16
Config 10: Winner + Higher Weight Decay,هي دوابة  جاية عابشر بالغلط يولي روحي ارعي واكلي جت احسن لج يامطمطمة ياطنفسة موزين مكبرين راسج ويحكون معاك,0,1,Negative,Positive,False Positive,106,19
Config 10: Winner + Higher Weight Decay,"هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي
كلهم كلاب وهيخربو البلد",0,1,Negative,Positive,False Positive,84,15
Config 10: Winner + Higher Weight Decay,بعيدا عن السياسه يعتبر انجاز راءع وكل الليبين فرحانين بيه وبالنسبه للسرقه اكيد فيه لانها ثقافه في كل من يمسك منصب في ليبيا ..,0,1,Negative,Positive,False Positive,125,24
Config 10: Winner + Higher Weight Decay,"و الله تستهال وحده مش محترمه و شافت تربيه اصلا
نازله فوقت زي دا و لبس مش لبس اصلا تستحق كل اللي حصل لها و اللي عايز يعارضني يعارض بس ف الاول و الاخر هي مش محترمه",0,1,Negative,Positive,False Positive,161,37
Config 10: Winner + Higher Weight Decay,"لم تتطرق الجزيرة الي موسكو ولا الي تل ابيب ولكنها لم تنس القاهرة""وان تصبكم سيءة يفرحوا بها""",0,1,Negative,Positive,False Positive,91,17
Config 10: Winner + Higher Weight Decay,بما ان السعوديه دفعت جبال فلوس عشان تعمل كوره عندها وتبقا نمره واحد في الكوره العربيه وجه الاهلي سيد القاره وزعيم افريقيا هدم كل ده واخد كبيرين السعوديه ورا مصنع الكراسي فطبيعي جعر مصر يبقا هو البطل الحقيقي والاهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,226,42
Config 10: Winner + Higher Weight Decay,"ههههههههههههههههههههههه تستااااااهل فقعوا راسها وضربوها خلوا عيونها تطير
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
الله يبيض وجيههم رجااااااااال ونعم الرجااااااال",1,0,Positive,Negative,False Negative,218,15
Config 10: Winner + Higher Weight Decay,"بنفس اسلوب مجزرة بورسعيد 
اهالي الكنيسة لما النار اشتعلت جريوا علي ابواب النجاة لقوها مقفولة 
فكر لبرهة كده 🤔🤔🤔🤔🤔",1,0,Positive,Negative,False Negative,113,19
Config 10: Winner + Higher Weight Decay,النتن ياهو سيوقع صاغرا علي الاتفاق للمرحلة الثانية.اما تصريحاته فهي تعبير عن خوفه علي مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,107,18
Config 10: Winner + Higher Weight Decay, انا مستغربة انه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,116,21
Config 10: Winner + Higher Weight Decay," القاعدة الاولي : الراجل ميمدش ايدة ع واحدة ست 
القاعدة التانية : لو ست مدت ايدها ع راجل متبقاش ست",1,0,Positive,Negative,False Negative,98,20
Config 10: Winner + Higher Weight Decay, شوي بحث في يوتوب عن اعضاء الماسونية والمس الشيطاني لجميع اعضاءها وسيطره والتحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,95,16
Config 10: Winner + Higher Weight Decay,مقاس حذاءي 43 ووجهك مقاسه 49 حتي حذاءي طلع احلي منك,1,0,Positive,Negative,False Negative,51,11
Config 10: Winner + Higher Weight Decay,صحيح هذا قوات افرزتها حرب ٩٤ وهي قوات احتلال   ويجب انهاء الاحتلال لاجل تستمر الوحده  لاتوجد وحده بوجود احتلال,0,1,Negative,Positive,False Positive,110,19
Config 10: Winner + Higher Weight Decay," لانهم كانوا يعيشون المغزي الحقيقي من التعدد
اما الان تغير الوضع يحبون التعدد للمتعة فقط
الا من رحم ربي",0,1,Negative,Positive,False Positive,103,19
Config 10: Winner + Higher Weight Decay,"مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصودة ونتيجة تعرض البشر لها مش حلوة ف المستقبل ع المجتمع والاسرة والنفس ..
لما تعرف ان الفيديو فيه جريمة ماتفتحهوش وامنع نفسك عشان انت هتتاذي جامد وكل اللي حواليك كمان ..",1,0,Positive,Negative,False Negative,228,41
Config 10: Winner + Higher Weight Decay,بس الله ليستر بكاس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها وجيب ليل وسمع عتابه,0,1,Negative,Positive,False Positive,121,22
Config 10: Winner + Higher Weight Decay,واءل انسحب من عرب ايدووول لانو احلام طردتو من البرنامج لاتخافي يا نانسي الدور جاي عليكي الدور انتي كمان,0,1,Negative,Positive,False Positive,103,19
Config 10: Winner + Higher Weight Decay,"  تشوف 😂
صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه",0,1,Negative,Positive,False Positive,84,16
Config 10: Winner + Higher Weight Decay,"اللي يشتهي طفلة يباة مريض نفسي ..بيدوفيلي حقير .
شاف فيها اية اثار غرايزة الحقيرة ؟",0,1,Negative,Positive,False Positive,83,16
Config 10: Winner + Higher Weight Decay,علي راي سعيد صالح الله يرحمه الشغل دا مش عايز شهادة دا عايز ليونة ههههههههههه,0,1,Negative,Positive,False Positive,77,15
Config 10: Winner + Higher Weight Decay,يعني كل ماصار شيء طبيعي ليستمر الناس في تحسين المستوي المعيشي، امتلت افواهكم شتما ونعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,109,18
Config 10: Winner + Higher Weight Decay,كيف بدك تعرف الكذبه من كبرها هسا ولد اربع سنين بعرف يقول هيك معلومات ههههه والله مسخره,0,1,Negative,Positive,False Positive,86,17
Config 10: Winner + Higher Weight Decay,"كذابين وهن بعرفو انهن كذابين والعالم كله الكذاب برضه بعرف انهن كذبين ومع ذلك بكذبو باعلي صوت
ملا عالم متخنزررر",0,1,Negative,Positive,False Positive,110,20
Config 10: Winner + Higher Weight Decay,دخلتوا فيه  مثليه وسوالف خارج الموضوع تماما …  لا اعلم بذلك — وعلي اساس ان الريال  من ذوي الاخلاق والتقوي ويعبدون الله  في الخفاء والعلن — طلعتينا من موضوع الكور,0,1,Negative,Positive,False Positive,161,30
Config 10: Winner + Higher Weight Decay,جراءم #روسيا في #اوكرانيا فظيعة وموسكو ارتكبت خلال ساعات فقط جراءم قد ترتقي الي مستوي جراءم حرب.. نظام عالمي قذر ومتوحش..,1,0,Positive,Negative,False Negative,121,21
Config 10: Winner + Higher Weight Decay,يعني اما تقدم للمعارضة و ان لم يكن اي تقدم للمعارضة، فيقولون النظام يقصف المدنيين.,1,0,Positive,Negative,False Negative,82,15
Config 10: Winner + Higher Weight Decay,"#الاتحاد_الفتح مازال فريق ابوقمطه يلعب باسلوب الهجمات المرتدة حيلة الضعيف 

لكن لن تدوم طويلا هذا الاسلوب ..",0,1,Negative,Positive,False Positive,108,17
Config 10: Winner + Higher Weight Decay,هل ستتم اقالة قانون المالية؟ هذا الصحيح، بعد ما عدا بيها بيها القانون اقالها باش الناس تقول هوا باهي و لكن اذا لم يغير القانون فهو مجرد تلاعب و تخدير لعقول مخدرة,1,0,Positive,Negative,False Negative,161,32
Config 10: Winner + Higher Weight Decay,يعين اهلنا تونس يءاخذهم فعله السفهاء امثال السبسي وبشري اللهم ارنا عجاءب قدرتك يحارب الاسلام,0,1,Negative,Positive,False Positive,92,15
Config 10: Winner + Higher Weight Decay,هو بنات الناس لعبه في ايديكم ولا اشتريتوها دي ليهم اهل وليهم ناس حسبنا الله ونعم الوكيل في وكل اللي يجي علي واحده ست ولا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسال علي اهله وناسه وفصل واصله,0,1,Negative,Positive,False Positive,203,41
Config 10: Winner + Higher Weight Decay,بخصوص كلمة (النجمة الايقونية) اي فشرت تنحط هي الكلمة لوحدة رخيصة متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسة بعدوهن عن وساخة الناس,0,1,Negative,Positive,False Positive,142,24
Config 10: Winner + Higher Weight Decay,"المعركة بين جنود الدولة وفلول النظام .
وليس بين السنة والعلوية 
نقطة انتهي 
الوعي .. الوعي ",0,1,Negative,Positive,False Positive,91,16
Config 10: Winner + Higher Weight Decay,لو لطيفه توصل لربع صوت فله لجزاءريه انا بنتحر علنا لهلق بعدها لطيفه بتنشز انت فين و فله فين هههه,1,0,Positive,Negative,False Negative,96,20
Config 10: Winner + Higher Weight Decay,هاي صدك يحجون   هذولة.....   يابة خاف الصدمة  يمعودين,0,1,Negative,Positive,False Positive,53,8
Config 10: Winner + Higher Weight Decay, مافيش حل غير المقاطعه    ربنا يكرم والناس تستجيب بس         ,0,1,Negative,Positive,False Positive,61,9
Config 10: Winner + Higher Weight Decay,ياهويدي نحيلك الي المقابلة مع الشيخ الشيعي حسين الحسيني البحريني  علي قناة الحدث يوم الثلاثاء للرد عليك,0,1,Negative,Positive,False Positive,103,17
Config 10: Winner + Higher Weight Decay,احلام شكلها بتاكل الي علي المصرح,0,1,Negative,Positive,False Positive,32,6
Config 10: Winner + Higher Weight Decay,سيرين حبيبتي....منشااااان الله لا تحكي مصري! خليكي عم تحكي لبناني لانو لما تحكي مصري بتكوني متل البنغالي ياللي عم يحكي عربي مكسسسر,0,1,Negative,Positive,False Positive,130,22
Config 10: Winner + Higher Weight Decay,طولة احسن منھا البوندسليغا السودانية 😂 😂 😂,1,0,Positive,Negative,False Negative,42,8
Config 10: Winner + Higher Weight Decay,ياناااس لحد يسوي لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,45,9
Config 10: Winner + Higher Weight Decay," اختلف مع حضرتك ، العنف الاسري ده بداية كل حاجة غلط 
و اصلا مش من شيم الرجولة ولا المروءة ، اختلف مع حضرتك تماما",0,1,Negative,Positive,False Positive,112,24
Config 10: Winner + Higher Weight Decay,يا الله شو هلشي المقزز والقرف ماخد بحالو  مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,75,15
Config 10: Winner + Higher Weight Decay,البنت عمرها ما كانت بتتعاكس عشان لبسها. البنت بتتعاكس عشان الشخص الوسخ اللي بيشوفها وبيقرر انه ممكن يجرحها ويغلط فيها. المشكلة مش في اللبس. المشكلة ان احنا بنتعامل مع التحرش في مجتمعنا اكنها مشكلة الست,1,0,Positive,Negative,False Negative,201,35
Config 10: Winner + Higher Weight Decay,هذه علي ما اظن لم تتمتع و لم تلعب في صغرها و بالتالي اصيبت بما يسمي بالفرنسي retoure d age,1,0,Positive,Negative,False Negative,90,20
Config 10: Winner + Higher Weight Decay,يا عم اقعد ع جنب بلا تدير بلا تتنيل قصدك بتلمها تدفعها فوايد واقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,95,20
Config 10: Winner + Higher Weight Decay,"فعلا مش بنفوذها ومالها و شكلها 
الملوكية بالاخلاق و الاحترام وبس",0,1,Negative,Positive,False Positive,64,11
Config 10: Winner + Higher Weight Decay,عجلوا في سقوط بشار الاسود حتي يتفرغ جند الشام في تحرير الاقصي فمادام الاقصي اسيرا عن اليهود فسوف يتفننون في اذلاله وهدمه,0,1,Negative,Positive,False Positive,120,22
Config 10: Winner + Higher Weight Decay,  هودي زعران بلطجية والحركة ما في بصفوفها هيك شي النبيه مثر يكونوا كلن متلو ذو تقوي وايمان وفي سبيل الاعمال الصالحة,0,1,Negative,Positive,False Positive,115,21
